price_1,price_2,order_large,order_test,additional_service,order_confirm,operator_request,delivery_address,One_click_order
35,17,false,false,false,true,false,true,false
45,45,false,false,false,true,false,true,false
60,60,false,false,false,true,true,true,false
17,17,false,false,false,true,false,true,false
73,73,false,false,false,true,false,true,false
30,23,false,false,false,true,false,true,false
12,7,false,false,false,true,false,true,false
450,450,true,false,false,true,false,true,false
789,789,false,false,false,true,false,false,false
344,344,false,false,false,false,false,true,false
634,634,false,false,false,true,true,true,false
62,62,false,false,false,true,false,true,false
50,50,false,false,false,true,false,true,false
5,2,false,false,false,true,true,true,false
31,31,false,false,false,true,true,true,false
294,294,false,false,false,true,false,true,false
14,12,false,false,false,true,true,true,false
2,2,false,false,false,true,true,true,false
424,424,false,false,false,true,false,true,false
840,336,false,false,false,true,false,true,false
424,424,false,false,false,true,false,true,false
349,349,false,false,false,true,true,true,false
72,72,false,false,false,true,true,true,false
14,14,false,false,false,true,false,true,false
30,30,false,false,false,true,true,true,false
74,54,false,false,false,true,true,true,false
16,16,false,false,false,true,true,true,false
18,18,false,false,false,true,true,true,false
89,89,false,false,false,true,true,true,false
10,10,false,false,false,true,false,true,false
5,5,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
450,450,false,false,false,true,true,true,false
55,55,false,false,false,true,true,true,false
39,39,false,false,false,true,true,true,false
35,35,false,false,false,true,true,true,false
135,135,false,false,false,true,false,true,false
46,46,false,false,false,true,true,true,false
104,104,false,false,false,true,false,true,false
1280,1280,true,false,true,true,false,true,false
210,210,false,false,false,true,false,true,false
35,35,false,false,false,true,false,true,false
35,35,false,false,false,true,true,true,false
8,8,false,false,false,true,false,true,false
14,14,false,false,false,true,false,true,false
33,28,false,false,false,true,false,true,false
49,49,false,false,false,true,true,true,false
6,6,false,false,false,true,false,false,false
10,10,false,false,false,true,false,false,false
201,201,false,false,false,true,true,false,false
14,14,false,false,false,true,true,false,false
71,71,false,false,false,true,false,false,false
80,80,false,false,false,true,false,false,false
95,95,false,false,false,true,false,false,false
47,14,false,false,false,true,true,false,false
49,49,false,false,false,true,false,true,false
6,6,false,false,false,true,false,true,false
345,345,false,false,false,true,true,true,false
135,135,false,false,false,true,true,true,false
30,30,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
63,63,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
2,2,false,false,false,true,true,true,false
84,75,false,false,false,true,false,true,false
2,2,false,false,false,true,true,true,false
34,34,false,false,false,true,false,true,false
29,29,false,false,false,true,true,true,false
12,12,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
9,9,false,false,false,true,false,true,false
49,49,false,false,false,true,false,true,false
21,21,false,false,false,true,true,true,false
10,10,false,false,false,true,true,true,false
7,7,false,false,false,true,false,true,false
53,53,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
19,19,false,false,false,true,true,true,false
173,147,false,false,false,true,true,true,false
186,186,false,false,false,true,false,true,false
39,29,false,true,false,true,true,true,true
39,29,false,false,false,true,false,true,false
3,3,false,true,false,true,true,true,true
589,535,false,false,false,true,false,true,false
2,2,false,false,false,true,false,true,false
5,4,false,false,false,true,true,true,false
8,8,false,false,false,true,false,true,false
59,59,false,false,false,true,false,true,false
3,3,false,false,false,true,true,true,false
114,64,false,false,false,true,true,true,false
5,5,false,false,false,true,false,true,false
14,10,false,false,false,true,true,true,false
8,8,false,false,false,true,true,true,false
14,10,false,false,false,true,true,true,false
106,106,false,false,false,true,false,true,false
4,4,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
13,6,false,false,false,true,true,true,false
10,10,false,false,false,true,true,true,false
3,3,false,false,false,true,false,true,false
14,14,false,false,false,true,false,true,false
10,10,false,false,false,true,false,true,false
517,517,false,false,false,true,false,true,false
16,16,false,false,false,true,true,true,true
7,5,false,false,false,true,true,true,true
4,4,false,false,false,true,true,true,true
5,5,false,false,false,true,true,true,true
4,3,false,false,false,true,true,true,true
10,10,false,false,false,true,true,true,true
4,4,false,false,false,true,true,true,false
129,99,false,false,false,true,true,true,true
5,5,false,false,false,true,true,true,false
7,5,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
11,11,false,false,false,false,true,true,false
59,59,false,false,false,true,false,true,false
35,28,false,false,false,true,true,true,false
39,39,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
79,79,false,false,false,true,false,true,false
5,5,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,true
4,4,false,false,false,true,true,false,false
7,7,false,false,false,true,false,true,false
3,3,false,false,false,true,true,true,true
7,7,false,false,false,true,true,true,false
15,7,false,false,false,true,true,true,true
4,4,false,false,false,true,true,true,false
70,42,false,false,false,true,true,false,false
6,6,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
5,3,false,false,false,false,true,true,false
8,8,false,false,false,true,false,false,false
46,46,false,false,false,true,false,false,false
179,119,false,false,false,true,true,true,false
49,49,false,false,false,true,true,true,false
10,10,false,false,false,true,false,false,false
5,5,false,false,false,true,false,false,false
5,5,false,false,false,true,false,false,false
7,7,false,false,false,true,false,false,false
2,2,false,false,false,true,true,false,false
4,4,false,false,false,true,false,false,false
4,4,false,false,false,true,false,false,false
14,14,false,false,false,true,false,false,false
14,14,false,false,false,true,true,false,false
31,31,false,false,false,true,true,false,false
9,6,false,false,false,true,false,false,false
59,59,false,false,false,true,false,false,false
2,2,false,false,false,true,false,false,false
5,5,false,false,false,true,true,false,false
8,5,false,false,false,false,true,true,false
34,34,false,false,false,true,true,false,false
106,106,false,false,false,true,true,false,false
49,49,false,false,false,true,false,false,false
10,8,false,false,false,true,false,false,false
4,4,false,false,false,true,false,false,false
53,37,false,false,false,true,false,false,false
10,10,false,false,false,true,true,true,false
6,6,false,false,false,true,true,false,false
10,8,false,false,false,true,true,true,false
4,4,false,false,false,true,true,false,false
12,12,false,false,false,true,true,true,false
7,7,false,false,false,true,true,false,false
4,4,false,false,false,true,true,true,false
4,4,false,false,false,true,true,false,false
14,14,false,false,false,true,true,false,false
549,549,false,false,false,true,true,true,false
25,10,false,false,false,true,true,true,false
9,9,false,false,false,true,false,true,false
40,40,false,false,false,true,false,true,false
19,14,false,false,false,true,true,true,false
75,75,false,false,false,true,false,true,false
126,76,false,false,false,true,true,true,false
94,94,false,false,false,true,true,true,false
9,9,false,false,false,true,true,true,false
53,32,false,false,false,true,true,true,false
50,20,false,false,false,true,false,true,false
14,14,false,false,false,true,false,true,false
7,7,false,false,false,true,true,true,false
119,119,false,false,false,true,true,true,false
9,5,false,false,false,true,false,true,false
639,639,false,false,false,true,true,true,false
121,121,false,false,false,true,false,true,false
150,150,false,false,false,true,true,true,false
47,33,false,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
41,33,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
6,6,false,false,false,true,false,true,false
2,2,false,false,false,false,true,true,false
20,20,false,false,false,true,true,true,false
13,13,false,false,false,true,false,true,false
30,30,false,false,false,true,true,true,false
340,340,false,false,false,true,false,true,false
86,26,false,false,false,true,false,true,false
80,80,false,false,false,true,true,true,false
2,2,false,false,false,true,false,true,false
31,31,false,false,false,true,false,true,false
70,30,false,false,false,true,true,true,false
35,35,false,false,false,true,true,true,false
25,10,false,false,false,true,false,true,false
26,26,false,false,false,true,true,true,false
34,34,false,false,false,true,true,true,false
59,59,false,false,false,true,true,true,false
21,21,false,false,false,true,false,true,false
35,35,false,false,false,true,true,true,false
8,8,false,false,false,true,true,true,false
55,55,false,false,false,true,false,true,false
92,37,false,false,false,true,true,true,false
8,8,false,false,false,true,true,true,false
135,41,false,false,false,true,true,true,false
34,34,false,false,false,true,true,true,false
149,119,false,false,false,true,false,true,false
142,85,false,false,false,true,true,true,false
69,69,false,false,false,true,true,true,false
219,219,false,false,false,true,false,true,false
40,40,false,false,false,true,true,true,false
27,27,false,false,false,true,false,true,false
1950,1950,true,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
64,64,false,false,false,true,true,true,false
20,20,false,false,false,true,false,true,false
35,35,false,false,false,true,true,true,false
32,32,false,false,false,true,true,true,false
50,50,false,false,false,true,true,true,false
65,65,false,false,false,true,true,true,false
45,30,false,false,false,true,true,true,false
30,30,false,false,false,true,false,true,false
18,18,false,false,false,true,false,true,false
34,31,false,false,false,true,true,true,false
156,156,false,false,false,true,false,true,false
25,25,false,false,false,true,true,true,false
7,6,false,false,false,true,false,true,false
10,10,false,false,false,true,true,true,false
3,3,false,false,false,true,false,true,false
44,30,false,false,false,true,true,true,false
46,46,false,false,false,true,false,true,false
33,33,false,false,false,false,true,true,false
14,14,false,false,false,true,true,true,false
579,579,false,false,false,true,true,true,false
24,24,false,false,false,true,false,true,false
39,25,false,false,false,true,false,true,false
90,90,false,false,false,true,false,true,false
35,35,false,false,false,true,true,true,false
176,176,false,false,false,true,true,true,false
18,14,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
14,14,false,false,false,true,false,true,false
1049,1049,false,false,false,true,false,true,false
35,35,false,false,false,true,false,true,false
29,29,false,false,false,true,false,true,false
13,13,false,false,false,true,false,true,false
6,6,false,false,false,true,false,true,false
4,4,false,false,false,true,false,true,false
13,9,false,false,false,true,true,true,false
17,17,false,false,false,true,false,true,false
55,55,false,false,false,true,false,true,false
135,41,false,false,false,true,false,true,false
7,7,false,false,false,true,true,true,false
56,45,false,false,false,true,false,true,false
19,11,false,false,false,true,true,true,false
3,3,false,false,false,true,false,true,false
39,39,false,false,false,true,true,true,false
65,26,false,false,false,true,true,true,false
32,32,false,false,false,true,true,true,false
71,71,false,false,false,true,true,true,false
36,36,false,false,false,true,true,true,false
22,22,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
12,12,false,false,false,true,true,true,false
56,56,false,false,false,true,false,true,false
13,13,false,false,false,true,true,true,false
60,60,false,false,false,true,true,true,false
9,9,false,false,false,true,false,true,false
15,15,false,false,false,true,true,true,false
11,11,false,false,false,true,true,true,false
40,16,false,false,false,true,false,true,false
34,34,false,false,false,true,true,true,false
4,3,false,false,false,true,true,true,false
10,6,false,false,false,true,true,true,false
4,4,false,false,false,true,false,true,false
7,7,false,false,false,true,false,true,false
23,23,false,false,false,true,true,true,false
10,10,false,false,false,true,true,true,false
9,9,false,false,false,true,false,true,false
15,12,false,false,false,true,true,true,false
35,35,false,false,false,true,true,true,false
39,32,false,false,false,true,true,true,false
150,135,false,false,false,true,true,true,false
32,13,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
37,37,false,false,false,true,true,true,false
75,75,false,false,false,true,true,true,false
10,10,false,false,false,true,false,true,false
50,35,false,false,false,true,true,true,false
69,69,false,false,false,false,true,true,false
69,69,false,false,false,true,true,true,false
8,8,false,false,false,true,true,true,false
194,194,false,false,false,true,false,true,false
6,4,false,false,false,true,false,true,false
55,55,false,false,false,true,false,true,false
120,120,false,false,false,true,true,true,false
7,7,false,false,false,true,true,true,false
59,59,false,false,false,true,false,true,false
55,55,false,false,false,true,false,true,false
10,10,false,false,false,true,false,true,false
13,13,false,false,false,true,true,true,false
1499,1499,false,false,false,true,true,true,false
9,9,false,false,false,true,true,true,false
34,31,false,false,false,true,true,true,false
16,16,false,false,false,true,false,true,false
49,44,false,false,false,true,true,true,false
9,9,false,false,false,true,false,true,false
140,140,false,false,false,true,false,true,false
37,37,false,false,false,true,true,true,false
40,1,false,false,false,true,true,true,false
11,7,false,false,false,true,true,true,false
30,30,false,false,false,true,true,true,false
43,43,false,false,false,true,false,true,false
45,18,false,false,false,true,true,true,false
30,21,false,false,false,true,true,true,false
20,20,false,false,false,true,false,true,false
21,21,false,false,false,true,false,true,false
24,14,false,false,false,true,false,true,false
4,4,false,false,false,true,true,true,false
60,60,false,false,false,true,false,true,false
10,10,false,false,false,true,false,true,false
15,15,false,false,false,true,false,true,false
38,38,false,false,false,true,true,true,false
9,5,false,false,false,true,false,true,false
30,30,false,false,false,true,false,true,false
2,2,false,false,false,true,false,true,false
14,14,false,false,false,true,false,true,false
60,24,false,false,false,true,true,true,false
12,12,false,false,false,true,true,true,false
32,19,false,false,false,true,true,true,false
99,99,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
35,35,false,false,false,true,false,true,false
30,30,false,false,false,true,true,true,false
35,35,false,false,false,true,false,true,false
9,6,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
25,25,false,false,false,true,true,true,false
14,14,false,false,false,true,false,true,false
135,41,false,false,false,true,false,true,false
33,33,false,false,false,true,false,true,false
34,31,false,false,false,true,true,true,false
65,33,false,false,false,true,true,true,false
32,32,false,false,false,true,false,true,false
55,55,false,false,false,true,false,true,false
3,3,false,false,false,true,false,true,false
23,17,false,false,false,true,true,true,false
36,36,false,false,false,true,true,true,false
30,21,false,false,false,true,true,true,false
25,25,false,false,false,true,true,true,false
8,8,false,false,false,true,true,true,false
70,70,false,false,false,true,false,true,false
30,30,false,false,false,true,true,true,false
261,94,false,false,false,true,false,true,false
3,3,false,false,false,true,false,true,false
14,14,false,false,false,true,true,true,false
110,52,false,false,false,true,true,true,false
15,15,false,false,false,true,false,true,false
3,3,false,false,false,true,false,true,false
105,105,false,false,false,true,false,true,false
118,118,false,false,false,true,false,true,false
75,75,false,false,false,true,true,true,false
149,149,false,false,false,true,true,true,false
20,20,false,false,false,true,false,true,false
30,12,false,false,false,true,true,true,false
2439,2439,false,false,false,true,true,true,false
18,15,false,false,false,false,false,true,false
10,10,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
38,33,false,false,false,true,true,true,false
15,15,false,false,false,true,false,true,false
135,41,false,false,false,true,false,true,false
11,11,false,false,false,true,false,true,false
4,4,false,false,false,true,false,true,false
75,75,false,false,false,true,false,true,false
69,69,false,false,false,true,true,true,false
4,4,false,false,false,true,false,true,false
100,40,false,false,false,true,false,true,false
8,2,false,false,false,true,false,true,false
885,669,false,false,false,true,true,true,false
52,52,false,false,false,true,false,true,false
3,3,false,false,false,true,true,true,false
17,13,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
19,19,false,false,false,true,false,true,false
75,75,false,false,false,true,false,true,false
23,23,false,false,false,true,false,true,false
16,16,false,false,false,true,true,true,false
48,48,false,false,false,true,true,true,false
35,35,false,false,false,true,false,true,false
2659,2659,false,false,false,true,true,true,false
22,22,false,false,false,true,true,true,false
103,31,false,false,false,true,true,true,false
6,6,false,false,false,true,false,true,false
69,69,false,false,false,true,true,true,false
115,80,false,false,false,true,true,true,false
15,13,false,false,false,true,false,true,false
7,4,false,false,false,true,true,true,false
23,23,false,false,false,true,true,true,false
30,30,false,false,false,true,false,true,false
12,12,false,false,false,true,false,true,false
14,14,false,false,false,true,true,true,false
40,40,false,false,false,true,false,true,false
231,135,false,false,false,true,true,true,false
15,11,false,false,false,true,true,true,false
19,6,false,false,false,true,false,true,false
20,20,false,false,false,true,false,true,false
189,126,false,false,false,true,true,true,false
31,31,false,false,false,true,true,true,false
4,2,false,false,false,true,true,true,false
10,3,false,false,false,true,true,true,false
96,96,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
99,99,false,false,false,true,true,true,false
44,26,false,false,false,true,true,true,false
14,14,false,false,false,true,false,true,false
25,10,false,false,false,true,false,true,false
36,22,false,false,false,true,false,true,false
95,95,false,false,false,true,true,true,false
46,36,false,false,false,true,false,true,false
38,38,false,false,false,true,false,true,false
149,89,false,false,false,true,false,true,false
150,120,false,false,false,true,true,true,false
75,75,false,false,false,true,false,true,false
3,3,false,false,false,true,false,true,false
39,39,false,false,false,true,true,true,false
33,16,false,false,false,true,false,true,false
25,25,false,false,false,true,true,true,false
45,45,false,false,false,false,true,true,false
35,35,false,false,false,true,true,true,false
11,11,false,false,false,true,true,true,false
42,42,false,false,false,true,true,true,false
33,33,false,false,false,true,true,true,false
25,10,false,false,false,true,true,true,false
130,130,false,false,false,true,true,true,false
65,65,false,false,false,true,true,true,false
30,24,false,false,false,true,true,true,false
50,20,false,false,false,true,false,true,false
3,1,false,false,false,true,true,true,false
69,69,false,false,false,true,true,true,false
389,389,false,false,false,true,false,true,false
50,50,false,false,false,true,false,true,false
850,850,false,false,false,true,true,true,false
89,89,false,false,false,true,false,true,false
40,40,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
31,31,false,false,false,true,false,true,false
47,47,false,false,false,true,false,true,false
18,8,false,false,false,true,false,true,false
40,38,false,false,false,true,false,true,false
80,80,false,false,false,true,true,true,false
15,15,false,false,false,true,false,true,false
46,36,false,false,false,true,false,true,false
38,23,false,false,false,true,false,true,false
36,30,false,false,false,true,true,true,false
35,35,false,false,false,true,true,true,false
35,35,false,false,false,true,false,true,false
7,7,false,false,false,true,false,true,false
40,40,false,false,false,true,true,true,false
7,7,false,false,false,true,false,true,false
1095,949,true,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
48,48,false,false,false,true,true,true,false
12,6,false,false,false,true,false,true,false
110,110,false,false,false,true,true,true,false
22,14,false,false,false,true,false,true,false
1,1,false,false,false,true,true,true,false
8,8,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
270,81,false,false,false,true,false,true,false
55,55,false,false,false,true,true,true,false
120,120,false,false,false,true,true,true,false
135,41,false,false,false,true,false,true,false
25,25,false,false,false,true,true,true,false
44,44,false,false,false,true,true,true,false
128,128,false,false,false,true,false,true,false
62,62,false,false,false,true,false,true,false
115,90,false,false,false,true,true,true,false
1,1,false,false,false,true,true,true,false
55,55,false,false,false,true,true,true,false
99,99,false,false,false,true,true,true,false
52,52,false,false,false,true,true,true,false
11,11,false,false,false,true,true,true,false
109,109,false,false,false,true,true,true,false
77,67,false,false,false,true,false,true,false
85,20,false,false,false,false,true,true,false
4,3,false,false,false,true,false,true,false
35,35,false,false,false,true,true,true,false
1049,1049,false,false,false,true,true,true,false
55,55,false,false,false,true,true,true,false
223,223,false,false,false,true,true,true,false
41,31,false,false,false,true,true,true,false
30,30,false,false,false,true,true,true,false
839,649,true,false,false,true,false,true,false
70,70,false,false,false,true,false,true,false
25,10,false,false,false,false,false,true,false
90,90,false,false,false,true,true,true,false
20,8,false,false,false,true,true,true,false
170,170,false,false,false,true,true,true,false
85,34,false,false,false,true,true,true,false
40,40,false,false,false,true,false,true,false
35,31,false,false,false,true,true,true,false
22,22,false,false,false,true,true,true,false
11,11,false,false,false,true,false,true,false
55,55,false,false,false,true,true,true,false
6,6,false,false,false,true,false,true,false
5,5,false,false,false,true,false,true,false
268,268,false,false,false,true,true,true,false
8,8,false,false,false,true,false,true,false
32,26,false,false,false,true,true,true,false
8,8,false,false,false,true,true,true,false
76,76,false,false,false,true,true,true,false
8,8,false,false,false,true,false,true,false
80,32,false,false,false,true,false,true,false
12,12,false,false,false,false,true,true,false
4,4,false,false,false,true,true,true,false
38,30,false,false,false,true,false,true,false
31,31,false,false,false,true,true,true,false
45,30,false,false,false,true,true,true,false
5,5,false,false,false,true,false,true,false
35,14,false,false,false,true,true,true,false
10,10,false,false,false,true,false,true,false
43,36,false,false,false,true,true,true,false
98,33,false,false,false,true,true,true,false
18,18,false,false,false,true,false,true,false
60,18,false,false,false,true,false,true,false
41,41,false,false,false,true,true,true,false
80,32,false,false,false,true,true,true,false
2790,2790,false,false,false,true,false,true,false
130,130,false,false,false,true,false,true,false
637,510,true,false,false,true,true,true,false
47,35,false,false,false,true,false,true,false
77,31,false,false,false,true,true,true,false
9,9,false,false,false,true,false,true,false
6,6,false,false,false,true,false,true,false
17,17,false,false,false,true,false,true,false
36,36,false,false,false,true,true,true,false
67,24,false,false,false,true,false,true,false
27,27,false,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
718,718,false,false,false,true,true,true,false
9,9,false,false,false,true,false,true,false
294,294,false,false,false,true,true,true,false
2,2,false,false,false,true,true,true,false
125,42,false,false,false,true,true,true,false
87,87,false,false,false,true,false,true,false
6,6,false,false,false,true,true,true,false
5,5,false,false,false,true,false,true,false
17,17,false,false,false,true,true,true,false
18,18,false,false,false,true,false,true,false
36,31,false,false,false,true,true,true,false
36,36,false,false,false,true,true,true,false
1169,1169,true,false,false,true,true,true,false
25,25,false,false,false,true,true,true,false
34,24,false,false,false,true,true,true,false
25,25,false,false,false,true,true,true,false
69,69,false,false,false,true,false,true,false
47,47,false,false,false,true,true,true,false
12,12,false,false,false,true,true,true,false
195,195,true,false,false,true,true,true,false
8,6,false,false,false,true,true,true,false
1059,1059,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
67,67,false,false,false,true,false,true,false
69,69,false,false,false,true,true,true,false
156,20,false,false,false,true,false,true,false
106,106,false,false,false,true,true,true,false
55,55,false,false,false,true,false,true,false
59,33,false,false,false,true,true,true,false
2,2,false,false,false,true,true,true,false
14,14,false,false,false,true,false,true,false
22,14,false,false,false,true,true,true,false
37,37,false,false,false,true,true,true,false
18,18,false,false,false,true,false,true,false
22,22,false,false,false,true,true,true,false
75,75,false,false,false,true,true,true,false
35,35,false,false,false,true,false,true,false
28,28,false,false,false,true,false,true,false
72,36,false,false,false,true,false,true,false
30,30,false,false,false,true,true,true,false
9,6,false,false,false,true,true,true,false
6,6,false,false,false,true,false,true,false
74,44,false,false,false,true,true,true,false
289,289,false,false,false,true,true,true,false
15,12,false,false,false,true,true,true,false
24,24,false,false,false,true,true,true,false
10,10,false,false,false,true,false,true,false
23,23,false,false,false,true,true,true,false
57,40,false,false,false,true,false,true,false
323,323,false,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
10,10,false,false,false,true,true,true,false
277,209,false,false,false,true,false,true,false
9,9,false,false,false,true,false,true,false
12,12,false,false,false,true,true,true,false
87,87,false,false,false,true,true,true,false
40,16,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
36,36,false,false,false,true,true,true,false
15,8,false,false,false,true,false,true,false
32,32,false,false,false,true,false,true,false
41,41,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
69,69,false,false,false,true,true,true,false
16,16,false,false,false,true,true,true,false
17,17,false,false,false,true,false,true,false
34,28,false,false,false,true,false,true,false
89,89,false,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
21,14,false,false,false,true,false,true,false
48,48,false,false,false,true,false,true,false
4,4,false,false,false,true,true,true,false
74,38,false,false,false,true,false,true,false
315,315,false,false,false,true,true,true,false
45,45,false,false,false,true,false,true,false
5,5,false,false,false,true,true,true,false
52,52,false,false,false,true,false,true,false
25,25,false,false,false,true,false,true,false
69,69,false,false,false,true,true,true,false
2,2,false,false,false,true,true,true,false
13,13,false,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
43,43,false,false,false,true,false,true,false
9,5,false,false,false,true,false,true,false
31,31,false,false,false,true,true,true,false
80,32,false,false,false,true,false,true,false
75,23,false,false,false,true,false,true,false
54,54,false,false,false,false,false,true,false
7,7,false,false,false,true,true,true,false
149,149,false,false,false,true,true,true,false
98,98,false,false,false,true,true,true,false
54,34,false,false,false,true,true,true,false
18,18,false,false,false,true,true,true,false
250,250,false,false,false,true,false,true,false
1649,1649,false,false,false,true,true,true,false
34,24,false,false,false,true,true,true,false
14,10,false,false,false,true,true,true,false
24,24,false,false,false,true,false,true,false
35,21,false,false,false,true,true,true,false
65,65,false,false,false,true,false,true,false
65,65,false,false,false,true,true,true,false
3,3,false,false,false,true,false,true,false
21,17,false,false,false,true,false,true,false
3,3,false,false,false,true,true,true,false
6,6,false,false,false,true,false,true,false
16,16,false,false,false,true,true,true,false
279,279,false,false,false,true,true,true,false
35,35,false,false,false,true,true,true,false
759,759,false,false,false,true,true,true,false
40,40,false,false,false,true,false,true,false
3,3,false,false,false,true,false,true,false
20,20,false,false,false,true,false,true,false
6,6,false,false,false,true,false,true,false
4,4,false,false,false,true,false,true,false
31,31,false,false,false,true,true,true,false
45,32,false,false,false,true,true,true,false
3,3,false,false,false,true,false,true,false
22,22,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
55,55,false,false,false,true,false,true,false
40,40,false,false,false,true,true,true,false
99,50,false,false,false,true,true,true,false
10,10,false,false,false,true,true,true,false
89,89,false,false,false,true,false,true,false
9,6,false,false,false,true,true,true,false
59,59,false,false,false,true,false,true,false
2,2,false,false,false,true,false,true,false
79,49,false,false,false,false,true,true,false
24,24,false,false,false,true,false,true,false
22,22,false,false,false,true,false,true,false
75,75,false,false,false,true,true,true,false
41,31,false,false,false,true,true,true,false
1,1,false,false,false,false,true,true,false
15,12,false,false,false,true,false,true,false
253,253,false,false,false,true,true,true,false
6,6,false,false,false,true,false,true,false
7,7,false,false,false,true,false,true,false
39,7,false,false,false,true,true,true,false
13,11,false,false,false,true,true,true,false
25,25,false,false,false,true,true,true,false
9,7,false,false,false,true,true,true,false
35,35,false,false,false,true,true,true,false
119,119,false,false,false,true,false,true,false
25,25,false,false,false,true,false,true,false
12,12,false,false,false,true,false,true,false
41,41,false,false,false,true,true,true,false
34,34,false,false,false,true,false,true,false
12,12,false,false,false,true,true,true,false
5,5,false,false,false,true,false,true,false
15,15,false,false,false,true,false,true,false
329,329,false,false,false,true,false,true,false
10,10,false,false,false,true,false,true,false
15,15,false,false,false,true,false,true,false
6,6,false,false,false,true,false,true,false
5,5,false,false,false,true,false,true,false
650,650,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
327,327,false,false,false,true,false,true,false
9,9,false,false,false,true,false,true,false
13,13,false,false,false,true,false,true,false
2,2,false,false,false,true,true,true,false
80,32,false,false,false,true,false,true,false
26,21,false,false,false,true,true,true,false
11,11,false,false,false,true,false,true,false
349,349,false,false,false,true,false,true,false
13,13,false,false,false,true,true,true,false
25,25,false,false,false,true,true,true,false
43,31,false,false,false,true,false,true,false
12,7,false,false,false,true,false,true,false
277,209,false,false,false,true,false,true,false
6,6,false,false,false,true,true,true,false
55,55,false,false,false,true,true,true,false
7,7,false,false,false,true,true,true,false
699,649,false,false,false,true,true,true,false
29,29,false,false,false,true,true,true,false
5,4,false,false,false,true,true,true,false
12,12,false,false,false,true,true,true,false
55,55,false,false,false,true,true,true,false
99,99,false,false,false,true,true,true,false
419,419,true,false,false,true,true,true,false
35,35,false,false,false,true,false,true,false
25,10,false,false,false,true,false,true,false
15,8,false,false,false,true,false,true,false
10,10,false,false,false,true,false,true,false
47,47,false,false,false,true,false,true,false
142,78,false,false,false,true,true,true,false
729,729,false,false,false,true,true,true,false
12,12,false,false,false,true,false,true,false
135,41,false,false,false,true,false,true,false
23,15,false,false,false,true,true,true,false
9,9,false,false,false,true,true,true,false
21,21,false,false,false,true,false,true,false
55,55,false,false,false,true,false,true,false
39,25,false,false,false,true,false,true,false
21,21,false,false,false,true,false,true,false
69,69,false,false,false,true,false,true,false
79,79,false,false,false,true,false,true,false
22,22,false,false,false,true,true,true,false
15,8,false,false,false,true,false,true,false
899,729,false,false,false,true,true,true,false
34,34,false,false,false,true,false,true,false
17,17,false,false,false,true,false,true,false
60,30,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
11,8,false,false,false,true,false,true,false
40,40,false,false,false,true,false,true,false
1,1,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
16,16,false,false,false,true,false,true,false
17,17,false,false,false,true,false,true,false
9,9,false,false,false,true,true,true,false
105,105,false,false,false,true,true,true,false
33,33,false,false,false,true,true,true,false
8,8,false,false,false,true,false,true,false
14,11,false,false,false,true,true,true,false
72,72,false,false,false,true,false,true,false
234,234,false,false,false,true,true,true,false
33,23,false,false,false,true,true,true,false
1,1,false,false,false,true,true,true,false
10,10,false,false,false,true,false,true,false
50,50,false,false,false,true,true,true,false
32,32,false,false,false,false,true,true,false
5,4,false,false,false,true,true,true,false
5,5,false,false,false,true,false,true,false
